Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Hyundai I10 Asta,Hyundai,2010,86259,Petrol,Individual,Manual,1,"6,55,000","2,50,000",No
Hyundai I10 Asta,Hyundai,2010,95065,Petrol,Individual,Automatic,1,"7,42,000","3,00,000",No
Hyundai I10 Magna,Hyundai,2011,91865,Petrol,Individual,Manual,1,"5,44,000","2,00,000",Yes
Hyundai I10 Sportz,Hyundai,2011,85648,Petrol,Individual,Manual,1,"5,67,000","2,60,000",No
Hyundai I10 Magna,Hyundai,2011,82678,CNG,Individual,Manual,1,"6,20,000","2,90,000",Yes
Hyundai I10 Magna,Hyundai,2012,85324,Petrol,Individual,Manual,1,"6,20,000","2,40,000",No
Hyundai I10 Sportz,Hyundai,2012,81000,Petrol,Individual,Manual,1,"5,67,000","2,65,000",No
Hyundai I10 Sportz,Hyundai,2012,86452,Petrol,Individual,Automatic,1,"6,34,000","3,20,000",No
Hyundai I10 Magna,Hyundai,2013,75426,Petrol,Individual,Manual,1,"6,20,000","2,50,000",No
Hyundai I10 Sportz,Hyundai,2013,85000,Petrol,Individual,Manual,1,"5,67,000","2,85,000",No
Hyundai I10 Magna,Hyundai,2014,76000,Petrol,Individual,Manual,1,"6,20,000","3,10,000",No
Hyundai I10 Sportz,Hyundai,2014,89000,Petrol,Individual,Manual,1,"5,67,000","3,20,000",No
Hyundai I10 Asta Kappa,Hyundai,2015,72000,Petrol,Individual,Automatic,1,"7,00,000","3,80,000",No
Hyundai I10 Sportz,Hyundai,2015,60000,Petrol,Individual,Manual,1,"5,67,000","3,40,000",No
Hyundai I10 Magna,Hyundai,2016,42000,Petrol,Individual,Manual,1,"6,20,000","3,55,000",No
Hyundai I10 Magna Kappa,Hyundai,2016,52369,Petrol,Individual,Manual,1,"5,31,000","4,00,000",No
Hyundai Grand I10 Era,Hyundai,2013,54321,Diesel,Individual,Manual,1,"6,00,000","4,80,000",No
Hyundai Grand I10 Era,Hyundai,2014,50000,Diesel,Individual,Manual,1,"6,00,000","5,00,000",No
Hyundai Grand I10 Era,Hyundai,2015,52154,Diesel,Individual,Manual,1,"6,00,000","5,10,000",No
Hyundai Grand I10 Sportz,Hyundai,2017,25691,Petrol,Individual,Automatic,1,"7,74,000","5,50,000",No
Hyundai Grand I10 Asta,Hyundai,2015,54832,Diesel,Individual,Manual,1,"8,26,000","5,20,000",No
Hyundai Grand I10 Sportz,Hyundai,2016,90000,Diesel,Individual,Manual,1,"7,71,000","3,90,000",No
Hyundai Grand I10 Kappa Magna,Hyundai,2018,45389,Petrol,Individual,Manual,1,"7,20,000","5,05,000",Yes
Hyundai Grand I10 Kappa Sportz,Hyundai,2018,24562,Petrol,Individual,Manual,1,"7,54,000","6,00,000",Yes
Hyundai Grand I10 Kappa Asta,Hyundai,2018,35000,Petrol,Individual,Manual,1,"7,89,000","6,20,000",Yes
Hyundai Grand I10 Magna,Hyundai,2018,47000,Diesel,Individual,Manual,1,"7,97,000","6,00,000",Yes
Hyundai Grand I10 Sportz,Hyundai,2019,50000,Diesel,Individual,Manual,1,"8,61,000","6,50,000",Yes
Hyundai Grand I10 Kappa Sportz,Hyundai,2019,56000,Petrol,Individual,Manual,1,"8,61,000","5,70,000",Yes
Hyundai Grand I10Nios Sportz,Hyundai,2019,15000,Petrol,Individual,Manual,1,"7,85,000","6,80,000",Yes
Hyundai Grand I10Nios Sportz,Hyundai,2020,15000,Petrol,Individual,Automatic,1,"9,80,000","7,00,000",Yes
Hyundai Grand I10Nios Sportz,Hyundai,2020,12369,Petrol,Dealer,Automatic,1,"9,80,000","7,05,000",No
Hyundai Grand I10Nios Sportz,Hyundai,2020,14532,Petrol,Individual,Automatic,1,"9,80,000","7,10,000",Yes
Hyundai Grand I10Nios Magna,Hyundai,2020,2597,CNG,Individual,Manual,1,"8,31,000","6,45,000",Yes
Hyundai Grand I10Nios Sportz,Hyundai,2021,5628,Petrol,Individual,Automatic,1,"9,80,000","7,50,000",Yes
Hyundai I20 Asta,Hyundai,2010,65000,Petrol,Individual,Manual,1,"7,60,000","3,00,000",No
Hyundai I20 Magna,Hyundai,2010,45000,Diesel,Individual,Manual,1,"7,47,000","3,10,000",No
Hyundai I20 Sportz,Hyundai,2011,84523,Diesel,Individual,Manual,1,"8,43,000","3,30,000",No
Hyundai I20 Sportz,Hyundai,2011,80000,Diesel,Dealer,Manual,1,"8,43,000","3,35,000",No
Hyundai I20 Sportz,Hyundai,2011,81328,Diesel,Individual,Manual,1,"8,43,000","3,40,000",Yes
Hyundai I20 Asta,Hyundai,2011,79000,Petrol,Individual,Manual,1,"7,60,000","3,15,000",No
Hyundai I20 Asta,Hyundai,2011,75000,Diesel,Individual,Manual,1,"7,60,000","3,50,000",Yes
Hyundai I10 Sportz,Hyundai,2012,85611,Diesel,Individual,Manual,1,"8,43,000","3,40,000",No
Hyundai I20 Magna,Hyundai,2012,91257,Diesel,Individual,Manual,1,"7,47,000","2,20,000",No
Hyundai I20 Sportz,Hyundai,2013,96000,Diesel,Individual,Manual,1,"8,43,000","3,80,000",No
Hyundai I20 Asta,Hyundai,2013,100000,Diesel,Individual,Manual,1,"7,60,000","3,60,000",Yes
Hyundai I20 Sportz,Hyundai,2014,75266,Diesel,Individual,Manual,1,"9,00,000","4,20,000",No
Hyundai I20 Sportz,Hyundai,2014,85231,Petrol,Individual,Manual,1,"7,68,000","3,70,000",No
Hyundai I20 Asta(O),Hyundai,2014,75016,Petrol,Individual,Manual,1,"8,00,000","3,30,000",No
Hyundai I20 Asta,Hyundai,2015,92023,Diesel,Individual,Manual,1,"9,90,000","4,50,000",No
Hyundai I20 Era,Hyundai,2015,85203,Diesel,Individual,Manual,1,"7,98,000","3,52,000",No
Hyundai I20 Sportz(O),Hyundai,2015,54684,Diesel,Individual,Manual,1,"8,06,000","3,80,000",No
Hyundai I20 Magna,Hyundai,2015,75000,Diesel,Individual,Manual,1,"8,36,000","3,00,000",No
Hyundai I20 Sportz,Hyundai,2016,70561,Diesel,Individual,Manual,1,"9,44,000","6,00,000",No
Hyundai I20 Sportz(O),Hyundai,2016,84156,Diesel,Individual,Manual,1,"10,50,000","6,20,000",No
Hyundai I20 Asta,Hyundai,2016,83614,Diesel,Individual,Manual,1,"10,63,000","5,85,000",No
Hyundai I20 Sportz,Hyundai,2017,80000,Diesel,Individual,Manual,1,"9,44,000","6,05,000",No
Hyundai I20 Sportz(O),Hyundai,2017,74569,Diesel,Individual,Manual,1,"10,50,000","6,25,00",No
Hyundai I20 Asta,Hyundai,2017,45144,Diesel,Individual,Manual,1,"10,63,000","5,90,000",No
Hyundai I20 Asta,Hyundai,2018,62597,Diesel,Individual,Manual,1,"8,48,000","6,30,000",Yes
Hyundai I20 Sportz,Hyundai,2018,47000,Diesel,Individual,Manual,1,"9,31,000","6,90,000",Yes
Hyundai I20 Magna(Excl),Hyundai,2018,75295,Diesel,Individual,Manual,1,"8,41,000","7,00,000",Yes
Hyundai I20 Asta,Hyundai,2019,45121,Diesel,Individual,Manual,1,"8,48,000","6,35,00",Yes
Hyundai I20 Sportz,Hyundai,2019,50326,Diesel,Individual,Manual,1,"9,31,000","9,95,000",Yes
Hyundai I20 Magna(Excl),Hyundai,2019,46962,Diesel,Individual,Manual,1,"8,41,000","7,10,000",Yes
Hyundai I20 Asta(O),Hyundai,2020,15000,Petrol,Individual,Manual,1,"11,27,000","10,00,000",Yes
Hyundai I20 Magna Plus,Hyundai,2020,71205,Petrol,Individual,Manual,1,"8,20,000","7,00,000",Yes
Hyundai I20 Sportz(DT),Hyundai,2020,10325,Petrol,Individual,Manual,1,"9,23,000","8,00,00",Yes
Hyundai I20 Sportz TurboiMT,Hyundai,2020,9856,Petrol,Individual,Manual,1,"10,22,000","9,20,000",Yes
Hyundai I20 Active S,Hyundai,2015,35641,Petrol,Individual,Manual,2,"9,09,000","6,00,000",No
Hyundai I20 Active SX,Hyundai,2015,92000,Diesel,Individual,Manual,2,"11,18,000","5,50,000",No
Hyundai I20 Active S,Hyundai,2015,83000,Diesel,Individual,Manual,1,"9,34,000","5,00,000",No
Hyundai I20 Active SX(O),Hyundai,2016,68000,Diesel,Individual,Manual,1,"10,86,000","6,20,000",No
Hyundai I20 Acrive SX DT,Hyundai,2016,70000,Petrol,Individual,Manual,2,"9,57,000","6,10,000",No
Hyundai I20 Acrive SX DT,Hyundai,2016,152015,Diesel,Individual,Manual,2,"12,15,000","6,35,000",No
Hyundai I20 Active S,Hyundai,2017,20415,Petrol,Individual,Manual,2,"9,09,000","6,80,000",No
Hyundai I20 Active S,Hyundai,2017,65000,Petrol,Individual,Manual,2,"9,09,000","6,75,000",No
Hyundai I20 Active SX,Hyundai,2017,68000,Diesel,Individual,Manual,2,"11,18,000","7,00,000",No
Hyundai I20 Actice S,Hyundai,2017,72000,Petrol,Individual,Manual,2,"9,09,000","6,90,000",No
Hyundai I20 Active SX,Hyundai,2017,89000,Diesel,Dealer,Manual,2,"11,18,000","7,10,000",No
Hyundai I20 Active SX,Hyundai,2018,54000,Diesel,Individual,Manual,1,"11,18,000","7,20,000",No
Hyundai I20 Actice S,Hyundai,2018,65267,Diesel,Individual,Manual,2,"9,34,000","7,30,000",No
Hyundai I20 Actice S,Hyundai,2018,70356,Petrol,Individual,Manual,2,"9,07,000","6,45,000",No
Hyundai I20 Active S,Hyundai,2019,45265,Petrol,Individual,Manual,2,"9,20,000","7,90,100",Yes
Hyundai I20 Active SX,Hyundai,2019,35454,Petrol,Individual,Manual,2,"10,17,000","8,20,000",Yes
Hyundai Santro XingGLS,Hyundai,2010,95251,Petrol,Individual,Manual,2,"4,70,000","1,85,100",No
Hyundai Santro XingGLS,Hyundai,2011,90000,Petrol,Individual,Manual,2,"4,70,000","2,00,000",No
Hyundai Santro XingGLS+,Hyundai,2011,85452,Petrol,Individual,Manual,2,"4,45,000","1,80,000",No
Hyundai Santro XingGLS,Hyundai,2012,75055,Petrol,Individual,Manual,2,"4,70,000","2,50,000",No
Hyundai Santro XingGLS,Hyundai,2012,85654,Petrol,Dealer,Manual,2,"4,70,000","2,55,000",No
Hyundai Santro XingGLS,Hyundai,2012,80000,Petrol,Individual,Manual,2,"4,70,000","2,60,000",Yes
Hyundai Santro XingGLS,Hyundai,2013,66660,Petrol,Individual,Manual,2,"4,70,000","2,75,000",No
Hyundai Santro XingGLS,Hyundai,2014,95052,Petrol,Individual,Manual,2,"4,70,000","3,00,000",No
Hyundai Santro XingGLS,Hyundai,2015,45146,Petrol,Individual,Manual,2,"4,70,000","3,10,000",No
Hyundai Santro XingGLS,Hyundai,2016,66524,Petrol,Individual,Manual,2,"4,70,000","3,20,000",No
Hyundai Santro XingGLS,Hyundai,2017,45264,Petrol,Individual,Manual,2,"4,70,000","3,30,000",No
Hyundai Santro EraExec,Hyundai,2018,32015,Petrol,Individual,Manual,1,"5,76,000","3,90,000",Yes
Hyundai Santro Sportz,Hyundai,2018,45000,Petrol,Individual,Automatic,2,"7,06,000","4,00,000",Yes
Hyundai Santro Magna,Hyundai,2018,25015,Petrol,Individual,Manual,1,"6,29,000","3,10,000",Yes
Hyundai Santro Sportz,Hyundai,2018,45000,CNG,Individual,Manual,2,"7,52,000","4,50,000",Yes
Hyundai Santro EraExec,Hyundai,2019,31156,Petrol,Individual,Manual,1,"5,76,000","4,00,000",Yes
Hyundai Santro Sportz,Hyundai,2019,50005,Petrol,Individual,Automatic,2,"7,06,000","4,10,000",Yes
Hyundai Santro Magna,Hyundai,2019,29151,Petrol,Individual,Manual,1,"6,29,000","3,30,000",Yes
Hyundai Santro Sportz,Hyundai,2019,30584,CNG,Individual,Manual,2,"7,52,000","5,00,000",Yes
Hyundai Santro EraExec,Hyundai,2020,3156,Petrol,Individual,Manual,1,"5,76,000","4,20,000",Yes
Hyundai Santro Sportz,Hyundai,2020,15054,Petrol,Individual,Automatic,2,"7,06,000","6,30,000",Yes
Hyundai Santro Magna,Hyundai,2020,9064,Petrol,Individual,Manual,1,"6,29,000","4,20,000",Yes
Hyundai Santro Sportz,Hyundai,2020,8000,CNG,Individual,Manual,2,"7,52,000","6,00,000",Yes
Hyundai Eon Era,Hyundai,2011,45367,Petrol,Individual,Manual,2,"3,70,000","2,00,000",No
Hynudai Eon Magna,Hyundai,2011,36484,Petrol,Individual,Manual,2,"4,00,000","1,90,000",No
Hyundai Eon Era+,Hyundai,2013,45896,Petrol,Individual,Manual,2,"4,53,000","2,20,000",No
Hyundai Eon D-lite,Hyundai,2013,37000,Petrol,Individual,Manual,2,"3,99,000","2,30,000",No
Hyundai Eon D-lite+,Hyundai,2012,35952,Petrol,Individual,Manual,1,"4,37,000","2,35,000",No
Hynudai Eon Magna,Hyundai,2012,66000,LPG,Individual,Manual,2,"4,98,000","2,50,000",No
Hynudai Eon Magna,Hyundai,2014,68000,LPG,Individual,Manual,2,"4,98,000","2,60,000",No
Hyundai Eon Era+,Hyundai,2014,65026,Petrol,Individual,Manual,2,"4,53,000","2,40,000",No
Hyundai Eon Sportz,Hyundai,2015,45328,Petrol,Individual,Manual,2,"5,23,000","3,00,000",No
Hyundai Eon Era+,Hyundai,2015,65026,Petrol,Individual,Manual,2,"4,53,000","2,60,000",No
Hyundai Eon Era+,Hyundai,2016,45000,Petrol,Individual,Manual,2,"4,53,000","2,70,000",No
Hynudai Eon Magna+,Hyundai,2016,65258,Petrol,Individual,Manual,2,"4,83,000","2,80,000",No
Hyundai Eon Era+,Hyundai,2017,36547,Petrol,Individual,Manual,2,"4,53,000","3,00,000",No
Hynudai Eon Magna,Hyundai,2017,45239,Petrol,Individual,Manual,2,"4,00,000","2,80,000",No
Hyundai Eon Era+,Hyundai,2018,56000,Petrol,Individual,Manual,2,"4,53,000","3,10,000",Yes
Hyundai Eon Era+,Hyundai,2019,45862,Petrol,Individual,Manual,2,"4,53,000","3,40,000",Yes
Hyundai Eon D-lite+,Hyundai,2019,56823,Petrol,Individual,Manual,2,"4,37,000","2,85,000",Yes
Hyundai Verna VGT TransformA,Hyundai,2010,120356,Diesel,Individual,Manual,2,"8,03,000","2,80,000",No
Hyundai Verna VGT SX,Hyundai,2010,99000,Diesel,Individual,Manual,2,"10,15,000","3,20,000",No
Hyundai Verna EX,Hyundai,2011,85786,Diesel,Individual,Manual,2,"11,87,000","3,50,000",No
Hyundai Verna SX,Hyundai,2011,87000,Diesel,Individual,Manual,2,"12,06,000","4,50,000",No
Hyundai Verna SX,Hyundai,2011,95045,Petrol,Individual,Manual,2,"10,64,000","4,00,000",No
Hyundai Verna SX,Hyundai,2012,95000,Diesel,Individual,Manual,2,"12,06,000","4,60,000",No
Hyundai Verna SX(O),Hyundai,2012,85000,Diesel,Individual,Manual,2,"13,55,000","5,00,000",No
Hyundai Verna SX(O),Hyundai,2012,89000,Diesel,Individual,Automatic,2,"14,42,000","5,20,000",No
Hyundai Verna SX,Hyundai,2012,82000,Petrol,Individual,Manual,2,"10,64,000","4,30,000",No
Hyundai Verna EX,Hyundai,2013,75628,Diesel,Individual,Manual,2,"11,87,000","3,60,000",No
Hyundai Verna SX(O),Hyundai,2013,75000,Diesel,Individual,Manual,2,"13,55,000","5,20,000",No
Hyundai Verna SX,Hyundai,2013,88444,Diesel,Individual,Manual,2,"12,06,000","4,80,000",No
Hyundai Verna SX,Hyundai,2013,102545,Petrol,Individual,Manual,2,"10,64,000","4,50,000",No
Hyundai Verna EX,Hyundai,2014,85423,Diesel,Individual,Manual,2,"11,87,000","4,00,000",No
Hyundai Verna SX(O),Hyundai,2014,65841,Diesel,Individual,Manual,2,"13,55,000","6,00,000",No
Hyundai Verna SX,Hyundai,2014,56234,Diesel,Individual,Manual,2,"12,06,000","5,30,000",No
Hyundai Verna SX,Hyundai,2014,78166,Petrol,Individual,Manual,2,"10,64,000","4,80,000",No
Hyundai Verna SX,Hyundai,2015,65000,Diesel,Individual,Manual,2,"12,06,000","5,50,000",No
Hyundai Verna SX,Hyundai,2015,45622,Petrol,Individual,Manual,2,"10,64,000","5,00,000",No
Hyundai Verna SX,Hyundai,2016,50000,Petrol,Individual,Manual,1,"12,23,000","6,50,000",No
Hyundai Verna S,Hyundai,2016,47523,Diesel,Individual,Manual,2,"11,91,000","7,00,000",No
Hyundai Verna SX ,Hyundai,2016,50963,Diesel,Individual,Manual,2,"15,09,000","8,00,000",No
Hyundai Verna S,Hyundai,2017,42635,Diesel,Individual,Automatic,2,"11,91,000","7,20,000",No
Hyundai Verna EX ,Hyundai,2017,39654,Diesel,Individual,Manual,2,"11,74,000","6,90,000",No
Hyundai Verna SX ,Hyundai,2017,42000,Diesel,Individual,Manual,2,"15,09,000","7,50,000",No
Hyundai Verna EX ,Hyundai,2018,71000,Diesel,Individual,Manual,2,"11,74,000","7,50,000",Yes
Hyundai Verna SX(O),Hyundai,2018,37000,Petrol,Individual,Manual,2,"14,33,000","10,00,000",No
Hyundai Verna SX(O),Hyundai,2018,45000,Diesel,Individual,Automatic,2,"17,11,000","12,50,000",Yes
Hyundai Verna SX,Hyundai,2019,36000,Petrol,Individual,Manual,1,"11,93,000","10,00,000",Yes
Hyundai Verna E,Hyundai,2019,25000,Diesel,Individual,Manual,1,"11,08,000","9,00,000",Yes
Hyundai Verna SX ,Hyundai,2020,42000,Diesel,Individual,Manual,2,"15,09,000","11,80,000",No
Hyundai Verna SX ,Hyundai,2020,43157,Diesel,Dealer,Manual,2,"15,09,000","11,85,000",No
Hyundai Verna SX ,Hyundai,2020,40000,Diesel,Individual,Manual,2,"15,09,000","12,00,000",No
Hyundai Creta SX,Hyundai,2015,95622,Diesel,Individual,Manual,1,"14,94,000","8,10,000",No
Hyundai Creta SX+,Hyundai,2015,87000,Diesel,Individual,Manual,1,"16,13,000","8,40,000",No
Hyundai Creta SX+,Hyundai,2015,97000,Diesel,Individual,Automatic,1,"16,37,000","10,50,000",No
Hyundai Creta SX+,Hyundai,2016,82000,Diesel,Individual,Manual,1,"16,13,000","10,00,000",No
Hyundai Verna SX ,Hyundai,2016,40000,Petrol,Individual,Manual,2,"14,31,000","9,00,000",No
Hyundai Creta SX+,Hyundai,2016,45000,Diesel,Individual,Automatic,1,"17,48,000","12,50,000",No
Hyundai Creta E+,Hyundai,2017,50364,Diesel,Individual,Manual,1,"12,50,000","9,00,000",No
Hyundai Creta SX(O),Hyundai,2017,75084,Diesel,Individual,Manual,1,"17,40,000","12,50,000",No
Hyundai Creta SX(O),Hyundai,2017,65000,Petrol,Individual,Manual,1,"10,50,000","12,50,000",No
Hyundai Creta S,Hyundai,2018,80000,Diesel,Individual,Manual,1,"13,49,000","9,50,000",Yes
Hyundai Creta SX(O),Hyundai,2018,50000,Diesel,Individual,Manual,1,"17,40,000","14,00,000",Yes
Hyundai Creta SX+,Hyundai,2018,56000,Petrol,Individual,Manual,1,"14,31,000","13,00,000",Yes
Hyundai Creta E+,Hyundai,2018,45000,Diesel,Individual,Manual,1,"12,50,000","10,50,000",Yes
Hyundai Creta SX,Hyundai,2019,36544,Diesel,Individual,Manual,1,"16,31,000","13,50,000",Yes
Hyundai Creta S,Hyundai,2019,45623,Diesel,Individual,Manual,1,"13,49,000","9,60,000",Yes
Hyundai Creta SX(O),Hyundai,2019,30000,Diesel,Individual,Manual,1,"17,40,000","14,00,000",Yes
Hyundai Creta SX(O),Hyundai,2019,25000,Petrol,Individual,Automatic,1,"15,53,000","12,00,000",Yes
Hyundai Creta Turbo DCT,Hyundai,2020,35000,Petrol,Individual,Automatic,1,"21,63,000","17,00,000",Yes
Hyundai Creta EX,Hyundai,2020,32000,Diesel,Individual,Manual,1,"14,63,000","11,00,000",Yes
Hyundai Creta EX,Hyundai,2020,22000,Petrol,Individual,Manual,1,"13,55,000","10,50,000",Yes
Hyundai Creta  SX,Hyundai,2020,36000,Diesel,Individual,Manual,1,"18,40,00","15,50,000",Yes
Hyundai Creta  SX,Hyundai,2020,20000,Diesel,Individual,Manual,1,"17,32,000","14,50,000",Yes
Hyundai Creta SX(O),Hyundai,2020,15000,Diesel,Individual,Manual,1,"19,82,000","17,80,000",Yes
Hyundai Alcazar Signature ,Hyundai,2021,25000,Diesel,Individual,Manual,1,"22,81,000","20,00,000",Yes
Hyundai Aura SX+,Hyundai,2020,15000,Petrol,Individual,Automatic,1,"9,65,000","7,00,000",Yes
Hyundai Aura S,Hyundai,2020,20161,Petrol,Individual,Automatic,1,"8,56,000","6,90,000",Yes
Hyundai Aura SX,Hyundai,2020,7505,Petrol,Individual,Manual,1,"8,78,000","7,20,000",Yes
Hyundai Venue TurboDCT,Hyundai,2019,19000,Petrol,Individual,Automatic,1,"12,84,000","10,00,000",Yes
Hyundai Venue SX,Hyundai,2019,15000,Diesel,Individual,Manual,1,"11,68,000","9,50,000",Yes
Hyundai Venue SX Turbo,Hyundai,2019,20000,Diesel,Individual,Manual,1,"11,60,000","9,90,000",Yes
Hyundai Venue SX(O),Hyundai,2019,25000,Diesel,Individual,Manual,1,"13,00,000","11,00,000",Yes
Hyundai Venue SXiMT,Hyundai,2020,10259,Diesel,Individual,Manual,1,"12,00,000","11,00,000",Yes
Hyundai Venue SX,Hyundai,2020,12365,Diesel,Individual,Manual,1,"11,68,000","10,00,000",Yes
Hyundai Venue SX(O),Hyundai,2020,15632,Diesel,Individual,Manual,1,"13,00,000","11,50,000",Yes
Hyundai Venue E,Hyundai,2020,9235,Diesel,Individual,Manual,1,"8,25,000","7,30,000",Yes
Hyundai Xcent S,Hyundai,2014,62000,Petrol,Individual,Manual,1,"7,16,000","3,10,000",No
Hyundai Xcent Crdi,Hyundai,2015,56000,Diesel,Individual,Manual,1,"8,25,000","3,30,000",No
Hyundai Xcent Crdi,Hyundai,2016,70000,Diesel,Individual,Manual,1,"8,25,000","3,50,000",No
Hyundai Xcent SX,Hyundai,2016,62000,Petrol,Individual,Manual,1,"9,50,000","4,50,000",No
Hyundai Xcent SX,Hyundai,2017,56000,Diesel,Individual,Manual,1,"8,64,000","3,45,000",No
Hyundai Xcent E,Hyundai,2017,52845,Diesel,Individual,Manual,1,"7,41,000","2,90,000",No
Hyundai Xcent E,Hyundai,2017,45000,Diesel,Individual,Manual,2,"7,41,000","2,80,000",No
Hyundai Xcent E,Hyundai,2017,52000,Diesel,Individual,Manual,3,"7,41,000","2,70,000",No
Hyundai Xcent E,Hyundai,2018,57000,Diesel,Individual,Manual,3,"7,41,000","3,30,000",Yes
Hyundai Xcent E,Hyundai,2019,65000,Diesel,Individual,Manual,3,"7,41,000","3,40,000",Yes
Hyundai Xcent SX,Hyundai,2019,70000,Petrol,Individual,Manual,1,"9,50,000","4,60,000",Yes
Kia Seltos HTX+,Kia,2019,53000,Diesel,Individual,Manual,1,"18,21,000","14,50,000",Yes
Kia Seltos GTX,Kia,2019,35000,Petrol,Individual,Manual,1,"19,33,000","14,40,000",Yes
Kia Seltos HTX+,Kia,2019,25000,Diesel,Individual,Automatic,1,"19,73,000","15,10,000",Yes
Kia Seltos GTX+DCT,Kia,2019,16587,Petrol,Individual,Automatic,1,"20,56,000","14,10,000",Yes
Kia Seltos HTK+,Kia,2019,36000,Diesel,Individual,Manual,1,"14,92,000","12,00,000",Yes
Kia Seltos HTK+G,Kia,2020,18000,Petrol,Individual,Manual,1,"13,95,000","11,45,000",Yes
Kia Seltos HTK+D,Kia,2020,9522,Diesel,Individual,Manual,1,"16,04,000","14,10,000",Yes
Kia Seltos GTK+DCT,Kia,2020,26456,Petrol,Individual,Automatic,1,"21,46,000","18,90,000",Yes
Kia Seltos HTK+D,Kia,2020,21000,Diesel,Individual,Automatic,1,"19,45,000","17,00,000",Yes
Kia Seltos Xline ,Kia,2020,15352,Diesel,Individual,Automatic,1,"22,18,000","20,00,000",Yes
Kia Sonet GTX+ Turbo DCT,Kia,2020,23587,Petrol,Individual,Automatic,1,"15,47,000","13,50,000",Yes
Kia Sonet HTX+Turbo iMT,Kia,2020,25871,Petrol,Individual,Manual,1,"14,72,000","10,00,000",Yes
Kia Sonet HTX D,Kia,2021,12056,Diesel,Individual,Manual,1,"13,30,000","11,00,000",Yes
Kia Sonet HTX+ D,Kia,2021,32040,Diesel,Individual,Manual,1,"14,24,000","12,00,000",Yes
Kia Sonet Turbo iMT,Kia,2021,9500,Diesel,Individual,Manual,1,"12,71,000","10,10,000",Yes
Kia Sonet HTK,Kia,2021,4534,Diesel,Individual,Manual,1,"9,48,000","7,00,000",Yes
Kia Sonet THE,Kia,2021,10582,Diesel,Individual,Manual,1,"8,83,000","6,90,000",Yes
Kia Carnival Prestige,Kia,2020,19000,Diesel,Individual,Manual,1,"36,30,000","30,00,000",Yes
Kia Carnival Limousine,Kia,2020,15000,Diesel,Individual,Manual,1,"39,26,000","35,00,000",Yes
Kia Carnival Prestige,Kia,2021,9872,Diesel,Individual,Manual,1,"36,30,000","31,00,000",Yes
Kia Carnival Limousine,Kia,2021,10056,Diesel,Individual,Manual,1,"39,26,000","32,00,000",Yes
MG Hector SharpDCT,MG,2019,18000,Petrol,Individual,Automatic,1,"20,90,000","17,00,000",Yes
MG Hector SharpDCT,MG,2020,15324,Petrol,Individual,Automatic,1,"21,56,000","17,50,000",Yes
MG Hector Smart,MG,2019,24000,Diesel,Individual,Manual,1,"19,21,000","17,10,000",Yes
MG Hector SharpDCT,MG,2020,14505,Petrol,Dealer,Automatic,1,"21,56,000","17,90,000",Yes
MG Hector Sharp Hybrid,MG,2020,18524,Petrol,Individual,Manual,1,"19,84,000","17,20,000",Yes
MG Hector SharpDCT,MG,2020,17526,Petrol,Dealer,Automatic,1,"21,56,000","17,20,000",Yes
MG Hector Style ,MG,2021,25430,Diesel,Individual,Manual,1,"17,46,000","16,00,000",Yes
MG Hector AnniversaryEdition,MG,2021,15420,Diesel,Individual,Manual,1,"18,19,000","17,00,000",Yes
MG Hector+ Sharp DCT,MG,2020,25000,Diesel,Individual,Manual,1,"22,28,000","19,00,000",Yes
MG Hector+ Smart CVT,MG,2021,15215,Petrol,Individual,Manual,1,"21,85,000","19,52,000",Yes
MG Hector+ Sharp Hybrid,MG,2021,1456,Petrol,Individual,Manual,1,"22,49,000","20,00,000",Yes
MG Savvy 6STR,MG,2020,6524,Diesel,Individual,Automatic,1,"46,64,000","43,00,000",Yes
MG Savvy 6STR,MG,2020,7564,Diesel,Dealer,Automatic,1,"46,64,000","43,50,000",Yes
MG Smart 6STR,MG,2020,15054,Diesel,Individual,Automatic,1,"40,69,000","37,00,000",Yes
MG Smart 6STR,MG,2020,12548,Diesel,Dealer,Automatic,1,"40,69,000","37,50,000",Yes
MG Sharp 7STR,MG,2020,10597,Diesel,Individual,Automatic,1,"44,77,000","40,00,000",Yes
MG Sharp 7STR,MG,2020,20365,Diesel,Dealer,Automatic,1,"44,77,000","40,50,000",Yes
MG Astor Sharp ,MG,2021,5000,Petrol,Individual,Manual,1,"17,06,000","14,50,000",Yes
MG Astor Sharp CVT,MG,2021,6000,Petrol,Individual,Automatic,1,"17,30,000","15,00,000",Yes
MG Astor Sharp CVTIvory,MG,2021,4630,Petrol,Individual,Automatic,1,"19,24,000","17,00,000",Yes
Jeep Campass Longitude,Jeep,2017,85000,Diesel,Individual,Manual,1,"21,80,000","13,50,000",Yes
Jeep Campass Limited Option,Jeep,2017,52148,Diesel,Individual,Manual,1,"24,39,000","13,00,000",Yes
Jeep Campass Limited Plus,Jeep,2017,66000,Diesel,Individual,Manual,1,"27,04,000","14,50,000",Yes
Jeep Campass Sport Plus,Jeep,2018,56000,Diesel,Individual,Manual,1,"21,78,000","17,00,000",Yes
Jeep Campass Sport Plus,Jeep,2019,60000,Diesel,Individual,Manual,1,"21,78,000","17,30,000",Yes
Jeep Campass Sport Plus,Jeep,2019,25691,Diesel,Individual,Manual,1,"29,15,000","19,00,000",Yes
